dose,n_words,paired_delta_margin,ci95_low,ci95_high,treated_cir,heldout_cir,eligible_treated,eligible_heldout
32,50,-0.5599934365227819,-0.969602783982642,-0.1615779522061351,0.3076923076923077,0.1282051282051282,39,39
128,50,-0.5113463784754276,-0.9874351329170167,-0.042805482890456915,0.3076923076923077,0.15384615384615385,39,39
