false_id,group,control_id,design_distance,max_standardized_gap
zh_ja_022,true_friend,true_004298,2.0363285204901977,1.0550927363200362
zh_ja_022,true_friend,true_005584,2.057291143129474,1.0550927363200362
zh_ja_022,true_friend,true_002540,2.0752719488787417,1.0550927363200362
zh_ja_022,true_friend,true_002829,2.077246183981411,1.0550927363200362
zh_ja_022,true_friend,true_005352,2.0779274673812234,1.0550927363200362
zh_ja_022,true_friend,true_004999,2.0799003241647407,1.0550927363200362
zh_ja_022,true_friend,true_001462,2.0860533411187894,1.0550927363200362
zh_ja_022,true_friend,true_000819,2.1049591545548743,1.0550927363200362
zh_ja_022,true_friend,true_005258,2.10681303695322,1.0550927363200362
zh_ja_022,true_friend,true_000565,2.108444113181136,1.0550927363200362
zh_ja_022,true_friend,true_003110,2.1151460768861536,1.0550927363200362
zh_ja_022,true_friend,true_004558,2.1828619130568745,1.0550927363200362
zh_ja_022,true_friend,true_001111,2.1975593272625904,1.0550927363200362
zh_ja_022,true_friend,true_004219,2.211238300753257,1.0550927363200362
zh_ja_022,true_friend,true_005816,2.215489511496722,1.0550927363200362
zh_ja_022,true_friend,true_001820,2.2245331297510447,1.0550927363200362
zh_ja_022,true_friend,true_004006,2.224603220419312,1.0550927363200362
zh_ja_022,true_friend,true_003120,2.2419953929231644,1.0550927363200362
zh_ja_022,true_friend,true_002014,2.253251709391807,1.0550927363200362
zh_ja_022,true_friend,true_000542,2.291507662620803,1.0550927363200362
zh_ja_022,true_friend,true_002718,2.343378038389753,1.0550927363200362
zh_ja_022,true_friend,true_005858,2.377319490162419,1.0550927363200362
zh_ja_022,true_friend,true_003338,2.3773369551469763,1.0550927363200362
zh_ja_022,true_friend,true_002457,2.3811982696342433,1.0550927363200362
zh_ja_022,true_friend,true_004570,2.391665010229908,1.0550927363200362
zh_ja_022,true_friend,true_001751,2.4223881601929462,1.0550927363200362
