pair,model,n,l1_accuracy,l2_accuracy,both_accuracy,switch_positive,mean_sense_switch,ci_low,ci_high,mean_diagonal_midpoint
en_de,gemma3_12b,49,0.8571428571428571,0.42857142857142855,0.30612244897959184,0.9591836734693877,8.43528905206797,6.736263317721231,10.058587585420025,-4.799519548610765
en_de,gemma3_4b,49,0.7959183673469388,0.5102040816326531,0.32653061224489793,0.8163265306122449,11.802516859404895,8.368721204874468,15.229759811381903,-4.638294083731515
en_de,qwen25_7b,49,0.8979591836734694,0.5510204081632653,0.4489795918367347,0.9591836734693877,8.968901493111435,7.482725473447722,10.444254113946641,-3.7831440580134488
en_de,qwen3_8b,49,0.8367346938775511,0.5918367346938775,0.4489795918367347,0.8979591836734694,7.386958287686718,5.936821422528247,8.881281175418774,-1.2549097829935503
zh_ja,gemma3_12b,57,0.5964912280701754,0.43859649122807015,0.07017543859649122,0.6491228070175439,2.1815133011131955,0.8868885809915108,3.527952446853905,-1.4118151413766962
zh_ja,gemma3_4b,57,0.6842105263157895,0.5263157894736842,0.24561403508771928,0.7192982456140351,4.1681176988702076,2.4624332409155993,5.954393845482876,-1.0540923277537029
zh_ja,qwen25_7b,57,0.8070175438596491,0.6140350877192983,0.45614035087719296,0.8771929824561403,5.171208021933572,4.108077226814471,6.258558636380915,-0.9738927891379908
zh_ja,qwen3_8b,57,0.6666666666666666,0.6140350877192983,0.3333333333333333,0.8245614035087719,3.9272304417794213,2.8741522927033274,5.012804882777364,-0.7814645056138959
