model,raw_full_accuracy,raw_full_margin,context_adjusted_margin,rank_raw,rank_adjusted
gemma3_12b,0.6779661016949152,2.8020833183877762,3.5944561943869893,2.0,2.0
gemma3_4b,0.4322033898305085,-0.7119526805690309,-0.06726695751947269,4.0,3.0
qwen25_7b,0.652542372881356,3.531249987755132,3.939971731773055,1.0,1.0
qwen3_8b,0.3163841807909605,-0.09018306543598067,-0.09536932956027445,3.0,4.0
