pair,model,prompt_mode,wrapper,normalization,comparison,n,estimate,ci_low,ci_high,positive_rate
zh_ja,gemma3_12b,plain,definition,sum,full_minus_shuffled,27,1.015665054321289,0.25072810384962296,1.7815618656299728,0.7037037037037037
zh_ja,gemma3_12b,plain,definition,sum,masked_minus_shuffled,27,0.3902079970748336,-0.5235129797900164,1.29623114267985,0.6666666666666666
zh_ja,gemma3_12b,plain,refers,mean,full_minus_language_only,27,-0.0330204168955485,-0.2240319232145945,0.15987202767972586,0.5185185185185185
zh_ja,gemma3_12b,plain,refers,mean,full_minus_shuffled,27,0.18840857788368506,0.029780211272063085,0.33949155476358195,0.7037037037037037
zh_ja,gemma3_12b,plain,refers,mean,masked_minus_shuffled,27,0.10087130687854907,-0.07958578136232164,0.28013147204010563,0.5925925925925926
zh_ja,gemma3_12b,plain,refers,sum,full_minus_language_only,27,-0.402661782723886,-1.7629402637481688,0.9179505471830001,0.5185185185185185
zh_ja,gemma3_12b,plain,refers,sum,full_minus_shuffled,27,1.184986397072121,0.15395972993638782,2.305072623712045,0.6666666666666666
zh_ja,gemma3_12b,plain,refers,sum,masked_minus_shuffled,27,0.9103075663248698,-0.1493810794971607,1.9983784622616234,0.6296296296296297
zh_ja,gemma3_4b,chat,bare,mean,full_minus_language_only,27,4.086887836456299,2.372177611456977,5.958724571819658,0.8148148148148148
zh_ja,gemma3_4b,chat,bare,mean,full_minus_shuffled,27,4.351994567447239,2.263403123175656,6.591127086127245,0.7037037037037037
zh_ja,gemma3_4b,chat,bare,mean,masked_minus_shuffled,27,3.509626105979637,1.882973657493238,5.1727513476654305,0.7777777777777778
