pair,model,prompt_mode,condition,wrapper,normalization,id,semantic,language,interaction,diagonal_switch,midpoint
id_tl,gemma3_12b,chat,full,definition,mean,id_tl_035,1.66796875,5.01171875,2.2421875,6.6796875,0.54296875
id_tl,gemma3_12b,chat,full,definition,mean,id_tl_037,2.3125,-0.515625,1.40625,1.796875,1.1484375
id_tl,gemma3_12b,chat,full,definition,mean,id_tl_039,1.02734375,0.66796875,-6.4609375,1.6953125,-2.59765625
id_tl,gemma3_12b,chat,full,definition,mean,id_tl_040,0.2947883605957031,0.41199684143066406,-0.202423095703125,0.7067852020263672,-4.753912925720215
id_tl,gemma3_12b,chat,full,definition,mean,id_tl_042,-1.1289052963256836,5.246092796325684,-3.429689407348633,4.1171875,-1.68359375
id_tl,gemma3_12b,chat,full,definition,mean,id_tl_043,1.7129020690917969,0.6003971099853516,-1.0619239807128906,2.3132991790771484,6.694851875305176
id_tl,gemma3_12b,chat,full,definition,mean,id_tl_046,1.1767005920410156,0.4111518859863281,-0.3851356506347656,1.5878524780273438,-6.262853622436523
id_tl,gemma3_12b,chat,full,definition,mean,id_tl_047,2.8359384536743164,2.4433603286743164,3.156251907348633,5.279298782348633,0.8916025161743164
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_000,2.8622207641601562,-3.1741104125976562,5.7113800048828125,-0.3118896484375,-19.011459350585938
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_001,22.234375,6.921875,15.03125,29.15625,-0.515625
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_002,23.875,0.65625,11.8125,24.53125,7.453125
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_003,5.999996185302734,20.187496185302734,10.625007629394531,26.18749237060547,2.0312538146972656
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_004,25.433597564697266,15.871097564697266,2.7265701293945312,41.30469512939453,0.8320350646972656
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_005,17.59375,4.28125,-22.0625,21.875,-8.375
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_007,16.391117095947266,18.561885833740234,-15.605308532714844,34.9530029296875,9.975006103515625
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_008,14.421871185302734,7.484371185302734,0.6562576293945312,21.90624237060547,-5.015621185302734
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_009,8.875,6.6875,-4.25,15.5625,0.34375
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_011,20.67620849609375,7.871673583984375,19.764236450195312,28.547882080078125,-15.024696350097656
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_012,1.65625,22.84375,-1.6875,24.5,-4.5625
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_013,9.531253814697266,5.718753814697266,-4.062492370605469,15.250007629394531,0.5000038146972656
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_014,22.828125,15.5,31.5625,38.328125,-2.5390625
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_015,7.609375,2.578125,0.03125,10.1875,7.21875
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_016,16.84375,-0.46875,1.5625,16.375,-4.9375
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_017,20.5234375,17.5234375,19.703125,38.046875,-0.6484375
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_019,28.41635513305664,-0.8886680603027344,-0.8329086303710938,27.527687072753906,-2.0362205505371094
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_021,23.89453125,4.19921875,16.8515625,28.09375,-1.421875
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_022,21.8798828125,11.5107421875,25.947265625,33.390625,-1.1328125
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_024,4.0782318115234375,14.875167846679688,-2.0849151611328125,18.953399658203125,-6.582115173339844
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_027,22.984375,5.203125,-0.53125,28.1875,-1.46875
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_029,18.078128814697266,16.140628814697266,-3.2187576293945312,34.21875762939453,3.6093711853027344
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_032,7.21875,2.09375,-5.1875,9.3125,0.21875
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_033,3.4308624267578125,13.227584838867188,31.956863403320312,16.658447265625,-8.931167602539062
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_034,22.85546875,5.55859375,13.5078125,28.4140625,-2.51953125
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_035,6.671875,20.046875,8.96875,26.71875,2.171875
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_037,9.25,-2.0625,5.625,7.1875,4.59375
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_039,4.109375,2.671875,-25.84375,6.78125,-10.390625
id_tl,gemma3_12b,chat,full,definition,sum,id_tl_040,1.9462432861328125,2.7634506225585938,0.359527587890625,4.709693908691406,10.029193878173828
