pair,model,prompt_mode,wrapper,normalization,calibration,l1_accuracy,l2_accuracy,both_accuracy,stingray_bias,stingray_comprehension
zh_ja,gemma3_12b,plain,definition,sum,content_free_calibrated,0.7037037037037037,0.5555555555555556,0.25925925925925924,-0.14910748461682072,0.63397195439347
zh_ja,gemma3_12b,plain,refers,mean,raw,0.6296296296296297,0.4074074074074074,0.1111111111111111,-0.2687723794891579,0.5302896690102352
zh_ja,gemma3_12b,plain,refers,mean,content_free_calibrated,0.5925925925925926,0.6666666666666666,0.2962962962962963,0.07481023696510679,0.6307180135528296
zh_ja,gemma3_12b,plain,refers,sum,raw,0.4444444444444444,0.5925925925925926,0.07407407407407407,0.1806689412034662,0.523782800878924
zh_ja,gemma3_12b,plain,refers,sum,content_free_calibrated,0.5925925925925926,0.6666666666666666,0.4074074074074074,0.07481023696510679,0.6307180135528296
zh_ja,gemma3_4b,chat,bare,mean,raw,0.7407407407407407,0.6666666666666666,0.4074074074074074,-0.06695083342629646,0.7046776885348313
zh_ja,gemma3_4b,chat,bare,mean,content_free_calibrated,0.6666666666666666,0.6296296296296297,0.3333333333333333,-0.036368378702593636,0.6484126444448739
zh_ja,gemma3_4b,chat,bare,sum,raw,0.6666666666666666,0.6296296296296297,0.2962962962962963,-0.036368378702593636,0.6484126444448739
zh_ja,gemma3_4b,chat,bare,sum,content_free_calibrated,0.7407407407407407,0.7407407407407407,0.48148148148148145,0.0,0.7407407407407406
zh_ja,gemma3_4b,chat,definition,mean,raw,0.9259259259259259,0.6666666666666666,0.5925925925925926,-0.20546917212362775,0.8067785522515541
zh_ja,gemma3_4b,chat,definition,mean,content_free_calibrated,0.7407407407407407,0.6666666666666666,0.4444444444444444,-0.06695083342629646,0.7046776885348313
zh_ja,gemma3_4b,chat,definition,sum,raw,0.7037037037037037,0.7037037037037037,0.4074074074074074,0.0,0.7037037037037037
zh_ja,gemma3_4b,chat,definition,sum,content_free_calibrated,0.7777777777777778,0.7407407407407407,0.5555555555555556,-0.031048467273252875,0.7594850612744399
zh_ja,gemma3_4b,chat,refers,mean,raw,0.8148148148148148,0.7407407407407407,0.5925925925925926,-0.0605846887534725,0.7786591126529124
zh_ja,gemma3_4b,chat,refers,mean,content_free_calibrated,0.8518518518518519,0.8148148148148148,0.7037037037037037,-0.028289556001260253,0.8335390692538442
zh_ja,gemma3_4b,chat,refers,sum,raw,0.7037037037037037,0.7777777777777778,0.48148148148148145,0.06360900502470558,0.7416660886852142
zh_ja,gemma3_4b,chat,refers,sum,content_free_calibrated,0.8148148148148148,0.8148148148148148,0.7037037037037037,0.0,0.8148148148148148
zh_ja,gemma3_4b,plain,bare,mean,raw,0.6666666666666666,0.4444444444444444,0.14814814814814814,-0.2513318327560048,0.5665577237325315
zh_ja,gemma3_4b,plain,bare,mean,content_free_calibrated,0.7407407407407407,0.5925925925925926,0.4444444444444444,-0.14089314990910912,0.6707692694916604
